,ìíâÕå¥,ê^íﬂ,éOâYäCä›,âWéq,ëÂïΩë‰,ì¸ê∂ìc,ç™ï{êÏ,ãûã}í∑ëÚ,ãvó¢ïl,è„ã≠óÖ,ë´ïø,äõã{,êVêÄéq,à¿êjíÀ,âYâÍ,ëÂóYéR,ä‚å¥,â∫ë]â‰,ìÒã{,ëÂàÈ,ïΩíÀ,ñkäùÉPçË,çîè¿äCä›,êŒè„,äôëq,í«ïl,äCÇÃåˆâÄéƒå˚,íJâ„,ìåéRñk,èºìc,èaëÚ,ìåäCëÂäwëO,íﬂä™â∑êÚ,çÅêÏ,ëPçs,ëÂëD,êVêôìc,ãûã}ïxâ™,à…ê®å¥,à§çbêŒìc,å˙ñÿ,çÇç¿èaíJ,Ç¢Ç∏Ç›íÜâõ,è„âiíJ,àÈéq,êŒêÏí¨,ì¸íJ,ëäñÕëÂíÀ,äÛñ]ÉPãu,íﬂÉPïÙ,ï–ëqí¨,ëÂå˚,äCé≈âY,å¥ìññÉ,è¨ìcã}ëäñÕå¥,ê¨ê£,Ç∑Ç∏Ç©ÇØë‰,äõãè,ñkêVâ°ïl,ëÂëqéR,òZãΩìyéË,âHìcãÛç`çëç€ê¸É^Å[É~ÉiÉã,êVêÆîıèÍ,è„ça,å√ï£,ã êÏäwâÄëO,íﬂêÏ,Ç†Ç¥Ç›ñÏ,äÅÇ™íJ,ëΩñÄêÏ,írè„,åäéÁàÓâ◊,âHìcãÛç`çëì‡ê¸É^Å[É~ÉiÉã,ì°ñÏ,ëäñÕåŒ,ê¥ëÍ,çÇîˆ,ëäå¥,ëÂíÀÅEíÈãûëÂäw,è¨ìcã}âiéR,àÓèÈ,òaêÚëΩñÄêÏ,äÏëΩå©,âúëÚ,êŒêÏë‰,ê¬ï®â°íö,ê¬äC,äãêºó’äCåˆâÄ,êºî™â§éq,ñkî™â§éq,çbèBäXìπ,ñkï{íÜ,ã£í¯èÍëO,çëóÃ,è„ñkëÚ,írÉmè„,ê¬éRàÍíöñ⁄,ê‘ç‚,âzíÜìá,ëÂìá,àÍîVç],ïêë†å‹ì˙és,èHêÏ,è∫ìá,êÚëÃàÁäŸ,ê¬î~äXìπ,çëï™éõ,êºïêñˆëÚ,à‰â¨,à¢ç≤ÉPíJ,írë‹,ê‘ìyè¨äwçZëO,êÛëê,ê¬ìu,ç]åÀêÏ,å‰äxéR,ê¬î~,è¨çÏ,î†ç™ÉPçË,êºïêãÖèÍëO,ãvïƒêÏ,èHí√,ìåãvóØïƒ,ëÂêÚäwâÄ,è„î¬ã¥,ê‘âH,îÚíπéR,ê¬à‰,Ç®â‘íÉâÆ,êVéƒñî,âúëΩñÄ,êÏà‰,åRî®,ã‡éq,àÓâ◊éRåˆâÄ,çqãÛåˆâÄ,éuñÿ,í©â‡,ñkåÀìc,êÏå˚,é…êl,ëêâ¡,î™í™,éOãΩ,ìåå·ñÏ,çÇóÌ,ã∑éRés,êVã∑éR,è„ïüâ™,ó^ñÏñ{í¨,âYòa,âYòaî¸âÄ,åÀíÀà¿çs,äóê∂,êVéOãΩ,å·ñÏ,ïêèBí∑ê£,àÍñ{èº,ä}î¶,â‡ÉPä÷,êÏâz,éwêÓ,ëÂã{,ëÂã{åˆâÄ,ÇπÇÒÇ∞ÇÒë‰,ëÂë‹,îíãv,âYéRå˚,å‰â‘î®,à∞ÉPãvï€,âzê∂,ñkç‚åÀ,ñkè„îˆ,è„îˆ,ò@ìc,ä‚íŒ,àÍÉmäÑ,ìÏç˜à‰,ëÂñÏå¥,ñæäo,êXó—åˆâÄ,çÇç‚,â±êÏ,à…ìﬁíÜâõ,îíâ™,ìåïêìÆï®åˆâÄ,ïPã{,êeï@,è¨êÏí¨,ñkçÉëÉ,çÉëÉ,ãväÏ,çKéË,ñÏè„,îgãvóÁ,è¨ëOìc,íjÂŒ,ñæåÀ,ëÂñÉê∂,è„åFíJ,çsìc,â¡ê{,â‘çË,åIã¥,éôã ,èºãv,ê[íJ,êŒå¥,ìåçsìc,êVãΩ,âHê∂,êVå√âÕ,íOëë,ñ{èØ,â™ïî,ñˆê∂,ê_ï€å¥
êÚëÃàÁäŸ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,382.0,456.0,486.0,610.0,623.0,896.0,802.0,917.0,990.0,,522.0,434.0,456.0,456.0,424.0,434.0,486.0,518.0,791.0,728.0,885.0,990.0,917.0,1193.0,863.0,687.0,610.0,544.0,518.0,424.0,757.0,757.0,764.0,780.0,1063.0,1031.0,1073.0,1149.0,654.0,623.0,486.0,518.0,759.0,863.0,775.0,1073.0,1073.0,1053.0,1105.0,685.0,905.0,842.0,790.0,759.0,591.0,790.0,863.0,1010.0,1108.0,1108.0,1303.0,1093.0,853.0,780.0,833.0,842.0,1072.0,1009.0,1009.0,1062.0,1177.0,1230.0,1023.0,921.0,958.0,842.0,1072.0,1219.0,1097.0,1230.0,1177.0,1303.0,759.0,1361.0,1204.0,1204.0,1282.0,1363.0,1358.0,1358.0,1115.0,1638.0,1668.0,1713.0,1380.0,1455.0,1403.0,1380.0,1430.0,1392.0,1732.0,1713.0,1828.0,11764.0,1518.0,1464.0,1518.0,1908.0,1732.0,1537.0,1908.0
ê¬î~äXìπ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,210.0,242.0,308.0,409.0,640.0,546.0,661.0,734.0,,462.0,396.0,418.0,210.0,178.0,157.0,242.0,304.0,559.0,472.0,629.0,734.0,661.0,937.0,803.0,638.0,550.0,484.0,272.0,210.0,455.0,455.0,396.0,524.0,807.0,775.0,817.0,814.0,440.0,409.0,272.0,304.0,507.0,473.0,473.0,771.0,771.0,796.0,726.0,471.0,660.0,597.0,545.0,503.0,346.0,545.0,473.0,620.0,817.0,817.0,1089.0,879.0,639.0,566.0,619.0,597.0,682.0,682.0,682.0,672.0,787.0,840.0,809.0,707.0,713.0,597.0,770.0,829.0,770.0,840.0,787.0,1089.0,502.0,990.0,858.0,858.0,892.0,1149.0,1113.0,1113.0,870.0,1393.0,1406.0,1336.0,990.0,997.0,944.0,944.0,1283.0,1251.0,1342.0,1336.0,1476.0,11550.0,1133.0,1070.0,1371.0,1518.0,1342.0,1070.0,1518.0
çëï™éõ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,272.0,220.0,409.0,671.0,503.0,703.0,776.0,,396.0,396.0,330.0,210.0,178.0,220.0,272.0,304.0,577.0,514.0,630.0,776.0,703.0,979.0,726.0,649.0,561.0,418.0,304.0,242.0,543.0,543.0,473.0,561.0,838.0,817.0,859.0,935.0,440.0,409.0,304.0,304.0,545.0,561.0,561.0,859.0,859.0,817.0,814.0,471.0,691.0,628.0,576.0,462.0,377.0,576.0,561.0,708.0,894.0,894.0,1089.0,879.0,639.0,608.0,619.0,628.0,770.0,770.0,770.0,760.0,875.0,928.0,809.0,707.0,744.0,628.0,858.0,917.0,858.0,928.0,875.0,1089.0,462.0,990.0,990.0,990.0,980.0,1149.0,1144.0,1144.0,901.0,1424.0,1406.0,1336.0,1137.0,1241.0,1189.0,1137.0,1216.0,1178.0,1489.0,1336.0,1476.0,11550.0,1304.0,1250.0,1304.0,1665.0,1489.0,1323.0,1665.0
êºïêñˆëÚ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,410.0,378.0,578.0,484.0,599.0,672.0,,524.0,472.0,493.0,242.0,210.0,242.0,272.0,346.0,546.0,410.0,567.0,672.0,599.0,875.0,865.0,700.0,612.0,546.0,304.0,242.0,557.0,557.0,550.0,462.0,745.0,713.0,755.0,792.0,471.0,440.0,304.0,346.0,545.0,638.0,550.0,890.0,810.0,713.0,880.0,503.0,691.0,628.0,576.0,440.0,377.0,576.0,638.0,785.0,829.0,829.0,1132.0,922.0,682.0,608.0,651.0,628.0,836.0,795.0,795.0,837.0,881.0,933.0,852.0,739.0,744.0,628.0,883.0,994.0,883.0,933.0,933.0,1132.0,440.0,1100.0,1012.0,971.0,986.0,1192.0,1144.0,1144.0,901.0,1424.0,1454.0,1402.0,1200.0,1217.0,1144.0,1144.0,1216.0,1178.0,1584.0,1402.0,1527.0,11572.0,1217.0,1217.0,1304.0,1719.0,1584.0,1217.0,1719.0
à‰â¨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,346.0,546.0,450.0,567.0,640.0,,566.0,514.0,535.0,304.0,242.0,304.0,346.0,377.0,514.0,378.0,535.0,640.0,567.0,843.0,907.0,742.0,654.0,588.0,377.0,272.0,620.0,597.0,518.0,430.0,713.0,681.0,723.0,760.0,503.0,471.0,346.0,377.0,608.0,606.0,518.0,858.0,778.0,681.0,848.0,534.0,754.0,691.0,639.0,378.0,440.0,639.0,606.0,753.0,797.0,797.0,1162.0,952.0,712.0,639.0,807.0,691.0,804.0,804.0,804.0,805.0,849.0,901.0,882.0,770.0,807.0,691.0,892.0,962.0,892.0,901.0,901.0,1162.0,378.0,1068.0,980.0,980.0,954.0,1222.0,1207.0,1207.0,964.0,1487.0,1440.0,1370.0,1200.0,1185.0,1112.0,1112.0,1279.0,1241.0,1552.0,1370.0,1495.0,11540.0,1185.0,1163.0,1367.0,1728.0,1552.0,1163.0,1728.0
à¢ç≤ÉPíJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,476.0,378.0,497.0,570.0,,649.0,561.0,594.0,430.0,398.0,396.0,492.0,462.0,388.0,308.0,388.0,588.0,497.0,848.0,935.0,935.0,726.0,682.0,524.0,462.0,534.0,471.0,473.0,308.0,643.0,647.0,689.0,726.0,660.0,629.0,524.0,524.0,639.0,561.0,473.0,771.0,708.0,647.0,814.0,691.0,880.0,817.0,870.0,336.0,671.0,770.0,561.0,708.0,763.0,763.0,1309.0,1099.0,859.0,828.0,934.0,817.0,770.0,770.0,770.0,760.0,815.0,867.0,1029.0,1132.0,953.0,880.0,858.0,917.0,858.0,867.0,867.0,1404.0,220.0,990.0,990.0,990.0,920.0,1572.0,1292.0,1292.0,1122.0,1476.0,1406.0,1336.0,1166.0,1111.0,1056.0,1056.0,1364.0,1332.0,1518.0,1336.0,1439.0,11330.0,1129.0,1129.0,1452.0,1694.0,1518.0,1129.0,1694.0
írë‹,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,242.0,357.0,430.0,,691.0,639.0,660.0,377.0,377.0,304.0,272.0,242.0,168.0,157.0,304.0,378.0,357.0,627.0,1032.0,867.0,779.0,692.0,409.0,346.0,314.0,251.0,220.0,168.0,492.0,471.0,503.0,550.0,566.0,534.0,409.0,440.0,419.0,396.0,308.0,606.0,557.0,471.0,561.0,608.0,660.0,597.0,670.0,199.0,471.0,594.0,396.0,543.0,587.0,587.0,1236.0,1026.0,786.0,712.0,733.0,597.0,594.0,594.0,594.0,595.0,639.0,691.0,956.0,833.0,733.0,660.0,594.0,752.0,682.0,691.0,691.0,1236.0,198.0,858.0,770.0,770.0,744.0,1296.0,1072.0,1072.0,902.0,1300.0,1230.0,1160.0,990.0,920.0,867.0,858.0,1144.0,1112.0,1166.0,1160.0,1300.0,11330.0,953.0,953.0,1232.0,1342.0,1342.0,953.0,1518.0
ê‘ìyè¨äwçZëO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,357.0,430.0,,965.0,913.0,934.0,702.0,640.0,629.0,597.0,567.0,493.0,336.0,336.0,535.0,357.0,633.0,1433.0,1141.0,1053.0,987.0,734.0,671.0,619.0,576.0,476.0,336.0,283.0,576.0,618.0,564.0,891.0,859.0,734.0,765.0,702.0,564.0,476.0,774.0,736.0,576.0,641.0,933.0,975.0,922.0,964.0,367.0,765.0,762.0,564.0,711.0,692.0,692.0,1561.0,1351.0,1111.0,1037.0,1058.0,922.0,762.0,762.0,762.0,763.0,744.0,796.0,1281.0,1164.0,1048.0,922.0,850.0,920.0,850.0,796.0,796.0,1561.0,325.0,1026.0,938.0,922.0,849.0,1677.0,1397.0,1397.0,1184.0,1468.0,1398.0,1328.0,1158.0,1058.0,985.0,985.0,1469.0,1437.0,1334.0,1328.0,1368.0,11498.0,1058.0,1058.0,1557.0,1510.0,1510.0,1058.0,1686.0
êÛëê,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,336.0,,871.0,819.0,840.0,588.0,546.0,514.0,484.0,452.0,410.0,242.0,336.0,378.0,304.0,540.0,1177.0,1047.0,959.0,893.0,651.0,546.0,451.0,430.0,410.0,388.0,534.0,314.0,492.0,507.0,776.0,745.0,619.0,651.0,534.0,564.0,462.0,722.0,642.0,367.0,535.0,808.0,807.0,754.0,796.0,199.0,597.0,762.0,641.0,660.0,419.0,419.0,1446.0,1236.0,996.0,924.0,807.0,754.0,836.0,762.0,850.0,597.0,471.0,597.0,1166.0,996.0,880.0,754.0,748.0,997.0,849.0,597.0,524.0,1610.0,178.0,1100.0,1012.0,660.0,660.0,1550.0,1270.0,1314.0,1016.0,1467.0,1437.0,1327.0,1158.0,733.0,733.0,733.0,1386.0,1346.0,1408.0,1367.0,1127.0,11498.0,817.0,817.0,1474.0,1584.0,1510.0,817.0,1686.0
ê¬ìu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,,986.0,934.0,955.0,734.0,661.0,661.0,629.0,599.0,525.0,357.0,357.0,514.0,136.0,319.0,1327.0,1162.0,1074.0,1008.0,766.0,703.0,640.0,608.0,497.0,357.0,524.0,408.0,597.0,377.0,923.0,891.0,766.0,797.0,754.0,585.0,497.0,837.0,757.0,471.0,465.0,965.0,996.0,943.0,985.0,388.0,786.0,783.0,585.0,732.0,524.0,524.0,1593.0,1383.0,1143.0,1069.0,996.0,954.0,783.0,783.0,783.0,681.0,576.0,628.0,1313.0,1216.0,1069.0,943.0,871.0,941.0,871.0,628.0,628.0,1769.0,346.0,1047.0,959.0,754.0,754.0,1709.0,1429.0,1429.0,1259.0,1489.0,1419.0,1349.0,1179.0,890.0,817.0,817.0,1501.0,1469.0,1531.0,1349.0,1284.0,11519.0,974.0,890.0,1589.0,1699.0,1531.0,890.0,1707.0
ç]åÀêÏ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1059.0,1007.0,1028.0,807.0,734.0,734.0,702.0,672.0,598.0,430.0,430.0,546.0,189.0,319.0,1400.0,1235.0,1147.0,1081.0,839.0,776.0,671.0,650.0,570.0,430.0,597.0,440.0,629.0,409.0,996.0,964.0,839.0,870.0,754.0,658.0,570.0,868.0,830.0,503.0,497.0,1038.0,1090.0,1027.0,1058.0,388.0,859.0,856.0,658.0,786.0,556.0,556.0,1666.0,1456.0,1216.0,1142.0,1069.0,1027.0,856.0,856.0,856.0,713.0,608.0,660.0,1386.0,1258.0,1142.0,1016.0,944.0,1014.0,944.0,660.0,660.0,1842.0,388.0,1120.0,1032.0,786.0,786.0,1782.0,1502.0,1502.0,1332.0,1562.0,1492.0,1422.0,1252.0,922.0,849.0,849.0,1574.0,1542.0,1604.0,1422.0,1316.0,11592.0,1006.0,922.0,1662.0,1772.0,1604.0,922.0,1776.0
å‰äxéR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ê¬î~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,330.0,524.0,462.0,524.0,566.0,597.0,859.0,797.0,954.0,1081.0,986.0,1262.0,308.0,220.0,157.0,418.0,597.0,492.0,873.0,873.0,832.0,849.0,1132.0,1122.0,1164.0,1265.0,716.0,653.0,566.0,597.0,797.0,935.0,935.0,1145.0,1145.0,1122.0,1188.0,748.0,917.0,880.0,770.0,828.0,629.0,828.0,935.0,1082.0,1268.0,1268.0,1365.0,1155.0,915.0,852.0,770.0,880.0,1144.0,1047.0,1047.0,1134.0,1249.0,1302.0,1085.0,858.0,996.0,880.0,1166.0,1291.0,1166.0,1302.0,1249.0,1365.0,828.0,1518.0,1342.0,1342.0,1354.0,1425.0,1396.0,1396.0,1153.0,1676.0,1706.0,1775.0,1518.0,1593.0,1541.0,1518.0,1518.0,1342.0,1980.0,1775.0,1835.0,11550.0,1656.0,1624.0,1518.0,1980.0,1980.0,1697.0,1980.0
